name,phone_num,address,sido,sigungu
중앙동물병원,967-0300,서울특별시 성북구 석관동 268번지 11호,서울특별시,성북구
중앙동물병원,982-8698,서울특별시 강북구 미아동 98번지 39호,서울특별시,강북구
쥬라기동물병원,455-7570,서울특별시 광진구 광장동 530번지 39호,서울특별시,광진구
지엔동물병원,02-812-8275,서울특별시 동작구 상도동 22번지 151호,서울특별시,동작구
진서동물병원,432-7530,서울특별시 중랑구 신내동 571번지 8호,서울특별시,중랑구
진정훈동물병원,2207-0073,서울특별시 중랑구 중화동 305번지 44호 유정빌딩,서울특별시,중랑구
차오름동물병원,706-7975,서울특별시 용산구 산천동 93번지 1호,서울특별시,용산구
차지우동물병원,02-2235-1533,서울특별시 강서구 등촌동 680번지 한울빌딩,서울특별시,강서구
참 동물병원,841-0075,서울특별시 영등포구 신길동 95번지 39호,서울특별시,영등포구
참동물병원,2666-7990,서울특별시 강서구 마곡동 743번지 4호 마곡엠밸리7단지,서울특별시,강서구
참동물병원,952-0089,서울특별시 노원구 상계동 2번지 1호 부영(아) 109-1903,서울특별시,노원구
참사랑동물병원,02-938-1122,서울특별시 노원구 중계동 366번지 10호 중원코아빌딩,서울특별시,노원구
참사랑동물병원,2643-7882,서울특별시 양천구 신정동 337번지 7호,서울특별시,양천구
참좋은동물병원,02-3152-0075,서울특별시 은평구 응암동 244번지 212호,서울특별시,은평구
창문동물병원,02-988-0251,서울특별시 강북구 미아동 48번지 24호,서울특별시,강북구
채움동물의료센터,02-443-6933,서울특별시 송파구 오금동 151번지 1호 재상빌딩,서울특별시,송파구
청담눈초롱안과동물병원,02-512-7566,서울특별시 강남구 청담동 125번지 12호 4층,서울특별시,강남구
청담동물병원,02-543-4037,서울특별시 강남구 논현동 95번지 16호 논현빌딩,서울특별시,강남구
청담동물병원,02-473-0577,서울특별시 송파구 풍납동 257번지 95호,서울특별시,송파구
청담리덴동물치과병원,02-544-2882,서울특별시 강남구 청담동 52번지 6호,서울특별시,강남구
청화종합동물병원,792-7602,서울특별시 용산구 이태원동 21번지 1호 태광빌딩 1층,서울특별시,용산구
초이스동물병원,02-993-8266,서울특별시 강북구 수유동 340번지 2호,서울특별시,강북구
초콜릿종합동물병원,307-3335,서울특별시 서대문구 북가좌동 333번지 7호,서울특별시,서대문구
최영민 동물의료센터,02-546-9539,서울특별시 강남구 논현동 88번지 4호 양현빌딩 2층/5층,서울특별시,강남구
충현동물병원,02-549-7582,서울특별시 강남구 논현동 191번지 12호 1~4층,서울특별시,강남구
츄츄 동물병원,512-0075,서울특별시 강남구 역삼동 834번지 66호,서울특별시,강남구
치료멍멍동물병원,545-0075,"서울특별시 강남구 신사동 630번지 23호 2,3층",서울특별시,강남구
치료해 주오,949-7577,서울특별시 중랑구 묵동 238번지 8호 하태윤산부인과,서울특별시,중랑구
치유동물의료센터,02-6964-8276,서울특별시 은평구 녹번동 215번지,서울특별시,은평구
카카오 N 동물병원,942-4883,서울특별시 성북구 길음동 1284번지 길음뉴타운 제상가비동 제지2층 25호,서울특별시,성북구
캣&덴탈 하이디 동물병원,02-338-0275,서울특별시 마포구 합정동 473번지 마포 한강 2차 푸르지오,서울특별시,마포구
캣앤캣 고양이 병원,02-2677-2720,서울특별시 영등포구 문래동3가 84번지 2호 동국메뜨리앙,서울특별시,영등포구
캥거루 동물병원,2066-2579,서울특별시 구로구 오류동 166번지 9호,서울특별시,구로구
커비동물병원,02-545-8952,서울특별시 강남구 논현동 159번지 23호 보령빌딩,서울특별시,강남구
케어덴 동물치과&내과병원,02-540-7522,서울특별시 강남구 신사동 627번지 21호 3층,서울특별시,강남구
케이나인종합동물병원,2686-3939,서울특별시 구로구 개봉동 403번지 144호 2층,서울특별시,구로구
콩닥 동물병원,02-6383-0303,서울특별시 마포구 공덕동 404번지 풍림브이아이피텔,서울특별시,마포구
쿠키동물병원,02-986-9875,서울특별시 강북구 미아동 812번지 래미안트리베라 201동 116호,서울특별시,강북구
쿨독동물병원,02-408-5400,서울특별시 송파구 가락동 87번지 1호 MOXENHOUSE,서울특별시,송파구
쿨펫이마트 목동점 동물병원,2645-2727,서울특별시 양천구 목동 962번지 목동트라팰리스,서울특별시,양천구
클로버 동물병원,02-2687-7582,"서울특별시 구로구 항동 121번지 1호 203, 204호",서울특별시,구로구
키다리 동물병원,02-376-7675,서울특별시 마포구 성산동 151번지 6호,서울특별시,마포구
키다리동물병원,02-6401-1512,서울특별시 송파구 문정동 620번지 송파 푸르지오시티,서울특별시,송파구
키움 동물병원,02-949-7582,서울특별시 노원구 공릉동 90번지 1호 해중빌딩,서울특별시,노원구
킴리동물병원,02-6925-5475,"서울특별시 송파구 신천동 11번지 장미c상가 내제2층 203호, 내제2층 204 3",서울특별시,송파구
태능동물병원,973-1953,서울특별시 중랑구 묵동 175번지 2호 3층,서울특별시,중랑구
태양 동물병원,969-0075,서울특별시 성북구 석관동 332번지 23호,서울특별시,성북구
태일동물치과병원,997-0075,서울특별시 도봉구 쌍문동 45번지 8호,서울특별시,도봉구
토론토 동물병원,2642-8653,서울특별시 양천구 목동 657번지 21호 등촌빌딩,서울특별시,양천구
트윈스동물병원,906-7575,서울특별시 도봉구 창동 650번지 11호,서울특별시,도봉구
튼튼동물병원,02-549-9773,서울특별시 강남구 압구정동 426번지 현대아파트 상가 1 201,서울특별시,강남구
파란종합 동물병원,2692-8255,서울특별시 양천구 신월동 546번지 25호,서울특별시,양천구
파랑새동물병원,805-2825,서울특별시 금천구 독산동 1077번지 31호,서울특별시,금천구
파리스동물병원,2644-8878,"서울특별시 양천구 목동 903번지 목동신시가지아파트3단지 상가동 105호, 204호",서울특별시,양천구
파스텔동물병원,02-2693-0075,서울특별시 강서구 화곡동 1070번지 1호,서울특별시,강서구
파파동물병원,02-2039-9780,서울특별시 서초구 잠원동 72번지 2호 반원상가,서울특별시,서초구
팜랜드동물병원,6348-1982,서울특별시 양천구 목동 799번지 1호 1층,서울특별시,양천구
퍼스동물병원,02-790-7508,서울특별시 용산구 용산동2가 45번지 1호 106호,서울특별시,용산구
퍼스트동물병원,029117582,서울특별시 성북구 장위동 173번지 114호 래미안장위퍼스트하이,서울특별시,성북구
퍼피즌동물병원,02-541-2651,서울특별시 강남구 삼성동 34번지 3호 키스톤빌딩,서울특별시,강남구
페토브 동물병원,2642-1239,서울특별시 양천구 신정동 329번지 목동신시가지아파트14단지 B상가,서울특별시,양천구
페토피아종합동물병원,02-414-0075,서울특별시 송파구 방이동 124번지 8호 남양빌딩,서울특별시,송파구
페트로동물의료원,02-2249-7600,서울특별시 동대문구 장안동 140번지 8호,서울특별시,동대문구
펫365동물병원,2282-3653,서울특별시 성동구 금호동4가 1338번지 현대ESA아파트,서울특별시,성동구
펫가든,951-7707,서울특별시 노원구 중계동 361번지,서울특별시,노원구
펫가든동물병원,02-400-0075,서울특별시 송파구 문정동 150번지 2호 문정프라자,서울특별시,송파구
펫동물병원,3275-0079,서울특별시 용산구 효창동 79번지 1호 지상1층,서울특별시,용산구
펫사랑동물병원,02)2062-7982,서울특별시 양천구 목동 917번지 6호 중소기업유통센터(행복한백화점),서울특별시,양천구
펫토이동물병원,795-2184,서울특별시 용산구 한남동 653번지 26호,서울특별시,용산구
펫트리동물의료센터,02-6949-5775,서울특별시 강동구 길동 413번지 46호 베스트올,서울특별시,강동구
평생피부과동물병원,02-3395-0075,서울특별시 성동구 행당동 346번지 한진노변상가,서울특별시,성동구
포레동물병원,02-468-7975,서울특별시 성동구 성수동1가 22번지 28호 1층,서울특별시,성동구
포유동물병원,912-6555,서울특별시 성북구 하월곡동 62번지 4호,서울특별시,성북구
포포동물병원,02-922-7555,서울특별시 성북구 보문동7가 102번지 (주)참존글로벌워크,서울특별시,성북구
푸른동물병원,861-0075,서울특별시 구로구 구로동 722번지 4호,서울특별시,구로구
푸른들동물병원,26991222,서울특별시 강서구 염창동 246번지 11호,서울특별시,강서구
푸른숲 동물병원,02-335-7577,서울특별시 마포구 서교동 5번지 2호,서울특별시,마포구
푸른종합동물병원,02-963-7582,서울특별시 동대문구 청량리동 359번지,서울특별시,동대문구
품 동물의료센터,02-812-7585,서울특별시 동작구 상도1동 623번지,서울특별시,동작구
퓨리나동물병원,900-9929,서울특별시 도봉구 쌍문동 356번지 삼익빌라 101 403,서울특별시,도봉구
프라임동물병원,457-0292,서울특별시 광진구 구의동 659번지 세림리오빌아파트,서울특별시,광진구
프란다스동물병원,309-8275,서울특별시 서대문구 남가좌동 381번지 DMC센트레빌 상가 205동,서울특별시,서대문구
프렌즈동물병원,597-7522,서울특별시 서초구 방배동 984번지 1호 머리재빌딩,서울특별시,서초구
프렌즈동물병원,02-874-7585,서울특별시 관악구 봉천동 34번지 51호,서울특별시,관악구
피닉스동물병원,02-813-7579,서울특별시 동작구 대방동 395번지 4호,서울특별시,동작구
피움동물병원,02-384-3100,서울특별시 은평구 진관동 67번지 1호 은평구 뉴타운2지구 에코테라스,서울특별시,은평구
피카소동물병원,467-3673,서울특별시 광진구 화양동 216번지,서울특별시,광진구
피카소동물병원,02-3427-6419,서울특별시 강동구 고덕동 191번지 3호,서울특별시,강동구
필동물종합병원,2649-0774,서울특별시 양천구 목동 805번지 1호,서울특별시,양천구
하나동물병원,02-574-0511,서울특별시 서초구 신원동 412번지 5호 힐스테이트서초잰트리스,서울특별시,서초구
하나동물병원,02-6242-7500,서울특별시 동대문구 휘경동 267번지 84호,서울특별시,동대문구
하나동물병원,2666-6075,서울특별시 강서구 방화동 53번지 273호,서울특별시,강서구
하나사랑동물병원,02-822-7574,서울특별시 동작구 상도동 366번지 24호,서울특별시,동작구
하나카동물병원,02-566-5852,서울특별시 강남구 역삼동 834번지 45호 동광빌딩 1층,서울특별시,강남구
하니동물병원,02-2647-1772,서울특별시 양천구 목동 783번지 2호,서울특별시,양천구
하니동물병원,0234220977,서울특별시 중랑구 신내동 648번지 디아뜨갤러리,서울특별시,중랑구
하비동물병원,2038-9980,서울특별시 도봉구 창동 75번지 4호,서울특별시,도봉구
하스펫탈동물병원,435-2275,서울특별시 중랑구 면목동 225번지 7호,서울특별시,중랑구
하이유 동물병원,02-2242-7510,서울특별시 동대문구 답십리동 490번지 57호,서울특별시,동대문구
하트동물메디컬센터,02-424-2955,서울특별시 송파구 삼전동 132번지 12호 신일빌딩,서울특별시,송파구
하트온동물병원,2644-5975,서울특별시 강서구 화곡동 796번지 1호 피앤와이빌딩,서울특별시,강서구
한 동물병원,02-577-3690,서울특별시 서초구 양재동 377번지 4호,서울특별시,서초구
한 동물병원,02-575-7581,서울특별시 강남구 개포동 1187번지 1호,서울특별시,강남구
한가람동물의료센터,02-844-7775,서울특별시 영등포구 신길동 100번지 12호 중양빌딩,서울특별시,영등포구
한강동물병원,935-7588,서울특별시 노원구 상계동 430번지 13호,서울특별시,노원구
한걸음더 재활한방 동물병원,02-423-2088,서울특별시 송파구 석촌동 235번지 2호 금산빌딩,서울특별시,송파구
한국동물메디컬센터(KAMC),2208-6788,"서울특별시 중랑구 면목동 119번지 10호 1,2층",서울특별시,중랑구
한나동물병원,02-595-8875,서울특별시 서초구 방배동 758번지 2호,서울특별시,서초구
한남동물병원,793-9230,서울특별시 용산구 한남동 642번지 4호,서울특별시,용산구
한마음동물병원,02-2692-8275,서울특별시 강서구 화곡동 동양아파트 108 2406,서울특별시,강서구
한마음동물병원,355-7931,서울특별시 은평구 신사동 9번지 34호,서울특별시,은평구
한빛동물병원,382-7511,서울특별시 은평구 진관동 5번지 은평뉴타운상림마을 629 116,서울특별시,은평구
한빛동물병원,02-2233-1848,서울특별시 성동구 금호동2가 485번지 1호,서울특별시,성동구
한빛동물병원,992-0074,서울특별시 도봉구 창동 568번지 5호,서울특별시,도봉구
한빛종합동물병원,951-7582,서울특별시 노원구 상계동 749번지 10호,서울특별시,노원구
한사랑동물병원,02-743-7582,서울특별시 성북구 성북동1가 115번지 23호,서울특별시,성북구
한사랑동물병원,749-8275,서울특별시 용산구 용산동2가 45번지 7호,서울특별시,용산구
한샘동물병원,2681-7585,서울특별시 구로구 개봉동 175번지 8호 청실아파트 상가,서울특별시,구로구
한성동물병원,02-872-7609,서울특별시 관악구 신림동 409번지 165호,서울특별시,관악구
한솔동물병원,737-8375,서울특별시 서대문구 홍제동 103번지 6호,서울특별시,서대문구
한수24시동물병원,306-8575,서울특별시 은평구 증산동 174번지 6호 103호,서울특별시,은평구
한스동물병원,303-1114,서울특별시 서대문구 남가좌동 338번지 39호,서울특별시,서대문구
한양동물메디컬센터,02-2281-5200,서울특별시 성동구 행당동 226번지 3호,서울특별시,성동구
한양동물병원,02-420-9993,서울특별시 송파구 송파동 103번지 29호,서울특별시,송파구
한얼동물병원,304-5553,서울특별시 은평구 응암동 576번지 25호,서울특별시,은평구
함께하는동물병원,02-2299-3283,서울특별시 성동구 옥수동 263번지 1호,서울특별시,성동구
항동푸른숲동물병원,0220887578,"서울특별시 구로구 항동 128번지 14호 와이제이프라자 104, 204호",서울특별시,구로구
해동물병원,02-744-9098,서울특별시 종로구 창신동 80번지 1호,서울특별시,종로구
해뜨는 동물병원 해질녘책방,025366469,서울특별시 서초구 잠원동 58번지 24호 뉴타운,서울특별시,서초구
해맑은동물병원,3663-7584,서울특별시 강서구 가양동 1480번지 5호 10통 7반 이스타빌1,서울특별시,강서구
해맑은동물병원,02-6954-7582,서울특별시 광진구 자양동 662번지 13호,서울특별시,광진구
해맞이 동물병원,02-2690-7579,서울특별시 양천구 신월동 984번지 1호 인산빌딩,서울특별시,양천구
해봄동물병원,954-6990,서울특별시 도봉구 도봉동 62번지 43호 도봉투웨니퍼스트2단지,서울특별시,도봉구
해성동물병원,02-2651-9953,서울특별시 양천구 신정동 1020번지 17호,서울특별시,양천구
해피동물병원,2619-7533,서울특별시 구로구 고척동 50번지 95호,서울특별시,구로구
햇살동물병원,2690-5673,서울특별시 양천구 신월동 446번지 4호,서울특별시,양천구
행복이 있는 동물병원,02-433-3387,서울특별시 중랑구 신내동 405번지 5호,서울특별시,중랑구
행복한 우리아이 동물병원,02-424-7552,서울특별시 송파구 삼전동 22번지 6호 1층,서울특별시,송파구
행복한동물병원,02-887-7179,서울특별시 관악구 봉천동 464번지 38호,서울특별시,관악구
행복한동물병원,915-7582,서울특별시 성북구 장위동 64번지 124호,서울특별시,성북구
행복한동물병원,996-8275,서울특별시 도봉구 창동 749번지 16호,서울특별시,도봉구
행복한동물병원,2655-2258,서울특별시 양천구 목동 515번지 1호,서울특별시,양천구
허브동물병원,0267347500,서울특별시 구로구 구로동 650번지 4호 SK허브수 B 205,서울특별시,구로구
허브동물병원,02-867-7776,서울특별시 금천구 시흥동 837번지,서울특별시,금천구
헤이든동물병원,02-6207-5551,서울특별시 강남구 개포동 1283번지 개포자이르네,서울특별시,강남구
헤이븐동물병원,02-532-5119,서울특별시 서초구 방배동 2100번지,서울특별시,서초구
헬로우 동물병원,02-333-7750,서울특별시 서대문구 연희동 79번지 12호,서울특별시,서대문구
헬리오동물병원,02-2135-6575,서울특별시 송파구 가락동 479번지 헬리오시티,서울특별시,송파구
헬릭스동물메디컬센터,02-2135-9119,서울특별시 서초구 반포동 19번지 1호 르본시티 2층,서울특별시,서초구
헬릭스동물심장수술센터,02-6965-7502,서울특별시 중구 을지로5가 133번지 1호 뉴천지관광호텔,서울특별시,중구
헬릭스동물암센터,02-6956-7502,서울특별시 중구 을지로5가 133번지 1호 뉴천지관광호텔,서울특별시,중구
현대종합동물병원,02-2212-7596,서울특별시 동대문구 장안동 330번지 2호,서울특별시,동대문구
현대종합동물병원,3491-8000,서울특별시 도봉구 방학동 680번지 1호 1층,서울특별시,도봉구
현대종합동물병원,999-9110,서울특별시 강북구 수유동 252번지 199호,서울특별시,강북구
형제동물의료센터,02-889-0575,서울특별시 관악구 봉천동 923번지 23호,서울특별시,관악구
혜민동물병원,02-454-8275,서울특별시 강남구 삼성동 10번지 25호 대호빌딩 1층,서울특별시,강남구
혜원동물병원,439-8300,서울특별시 중랑구 면목동 497번지 7호 혜원동물병원,서울특별시,중랑구
혜인종합 동물병원,2645-1475,서울특별시 양천구 목동 613번지 8호 혜인빌딩,서울특별시,양천구
호 동물병원,988-6543,서울특별시 강북구 미아동 1318번지,서울특별시,강북구
호담동물병원,915-5301,서울특별시 성북구 하월곡동 88번지 677호,서울특별시,성북구
호수동물병원,02-413-7514,서울특별시 송파구 송파동 58번지 4호 레이크 해모로,서울특별시,송파구
홍상희동물병원,974-0339,서울특별시 중랑구 묵동 239번지 76호,서울특별시,중랑구
홍익동물종합병원,02-325-2026,서울특별시 마포구 합정동 411번지 18호,서울특별시,마포구
홍제동물병원,396-5525,서울특별시 서대문구 홍제동 330번지 54호,서울특별시,서대문구
화랑동물병원,949-7512,서울특별시 노원구 공릉동 227번지 68호,서울특별시,노원구
화신종합동물병원,3491-7060,서울특별시 도봉구 방학동 664번지 11호 15통 5반,서울특별시,도봉구
황동물병원,2278-0075,서울특별시 중구 묵정동 32번지 1호,서울특별시,중구
황하동물병원,2664-7773,서울특별시 강서구 방화동,서울특별시,강서구
효자동물병원,732-3827,서울특별시 종로구 효자동 31번지,서울특별시,종로구
효창동물병원,711-4527,서울특별시 용산구 효창동 70번지 11호,서울특별시,용산구
흑석24시동물병원,02-822-0275,서울특별시 동작구 흑석동 6번지 5호,서울특별시,동작구
희망종합동물병원,02-414-7588,서울특별시 송파구 잠실동 175번지 12호 올림픽타워,서울특별시,송파구
힐링 24시 동물병원,02-713-8275,서울특별시 마포구 공덕동 385번지 65호 공덕SK리더스뷰,서울특별시,마포구
힐스타동물병원,02-445-5022,서울특별시 강남구 자곡동 658번지 105호 강남힐스테이트에코,서울특별시,강남구
힐스타운 동물병원,02-2237-7582,서울특별시 중구 신당동 844번지 남산타운,서울특별시,중구
(주)에니멀클리닉컨설팅(출장진료전문병원),031-233-2836,경기도 용인시 기흥구 신갈동 38번지 5호 17통 3반,경기도,용인시
21세기동물병원,8015-3178,경기도 화성시 반송동 217번지 6호,경기도,화성시
24시 고덕동물의료센터,1833-3339,경기도 평택시 고덕동 1975번지 1호,경기도,평택시
24시 공감365동물의료센터,031-575-8275,경기도 남양주시 진접읍 금곡리 1042번지 엠타워,경기도,남양주시
24시 나음동물의료센터,031-906-7975,경기도 고양시 일산동구 장항동 852번지 현대 에뜨레보,경기도,고양시
24시 당신의 동물의료센터,031-268-6575,"경기도 수원시 장안구 천천동 516번지 시네마타워 104호, 202호",경기도,수원시
24시 더케어 동물의료센터,031-516-8585,경기도 구리시 수택동 561번지 2호,경기도,구리시
24시 라움동물의료센터,031-692-5022,경기도 평택시 비전동 1103번지 1호,경기도,평택시
24시 라인동물의료센터,02-381-2475,경기도 고양시 덕양구 삼송동 291번지 힐스테이트 삼송역,경기도,고양시
24시 모두의동물병원,02-6951-2475,경기도 광명시 하안동 51번지 태홍빌딩,경기도,광명시
24시 블레스동물메디컬센터,031-546-0942,경기도 용인시 기흥구 중동 851번지 2호,경기도,용인시
24시 사람앤동물메디컬센터,031-262-0306,경기도 용인시 수지구 성복동 67번지 6호 성복스퀘어/근린생활시설,경기도,용인시
24시 숨 동물병원,031-548-2475,경기도 수원시 권선구 권선동 1022번지 7호,경기도,수원시
24시 아이동물메디컬센터,677-5262,경기도 부천시 원종동 229번지 8호 뉴월드프라자,경기도,부천시
24시 양주 힐 동물의료센터,031-859-8275,경기도 양주시 옥정동 1036번지 7호,경기도,양주시
24시 온누리동물메디컬센터,487-7500,경기도 안산시 단원구 고잔동 525번지 1호,경기도,안산시
24시 와이즈 동물메디컬센터,031-791-8253,"경기도 하남시 덕풍동 742번지 트윈렉스2, B-201,B-202,B-207,B-208호",경기도,하남시
24시 웰니스 동물 의료센터,0322017575,경기도 부천시 중동 1128번지 그린프라자,경기도,부천시
24시 위드힐동물메디컬센터,031-523-3256,경기도 남양주시 별내동 931번지 e드림타워,경기도,남양주시
24시 이지동물의료센터,032-348-7975,경기도 부천시 역곡동 49번지 5호 조양시티프라자,경기도,부천시
24시 폴 동물병원,717-7558,경기도 성남시 분당구 정자동 15번지 2호,경기도,성남시
24시동물병원,281-7585,경기도 용인시 기흥구 구갈동 391번지 5호,경기도,용인시
24시동탄윌동물의료센터,031-831-3531,경기도 화성시 반송동 93번지 9호,경기도,화성시
24시마음든든동물병원,031-474-2475,경기도 안양시 만안구 석수동 168번지 27호,경기도,안양시
24시배곧스마트동물의료센터,031-432-1224,경기도 시흥시 배곧동 194번지 2호 센터프라자2,경기도,시흥시
24시분당리더스동물의료원,031-711-8275,"경기도 성남시 분당구 구미동 157번지 계영빌딩 202, 203호",경기도,성남시
24시스마일동물의료센터,031-633-7582,경기도 이천시 진리동 27번지 3호 다나빌딩,경기도,이천시
24시쎈텀동물병원,031-992-8275,경기도 김포시 고촌읍 신곡리 880번지 1호,경기도,김포시
24시위드동물병원(정왕동동물의료센터),031-488-8075,경기도 시흥시 정왕동 1734번지 7호 제일프라자,경기도,시흥시
24시큰사랑동물병원,031-8011-3690,경기도 이천시 중리동 468번지 24호,경기도,이천시
24시해든동물메디컬센터,032-715-7579,경기도 부천시 중동 1106번지 위브더스테이트,경기도,부천시
24시핸즈동물의료센터,031-8677-2115,"경기도 화성시 오산동 969번지 3호 201,202호",경기도,화성시
25시 동물병원,031-731-0025,경기도 성남시 중원구 은행동 1589번지,경기도,성남시
25시동물병원,594-3119,경기도 남양주시 화도읍 마석우리 271번지 3호,경기도,남양주시
365동물병원 분당점,718-0365,경기도 성남시 분당구 구미동 30번지,경기도,성남시
365동판교동물병원,031-781-7582,경기도 성남시 분당구 백현동 564번지 5호 (주)코레드디엔씨,경기도,성남시
4u동물메디컬센타,364-8220,경기도 안산시 단원구 고잔동 772번지 1호 크리스탈빌딩,경기도,안산시
AP동물병원,031-263-0085,경기도 용인시 수지구 동천동 886번지 1호,경기도,용인시
AtoZ동물병원,031-8016-8206,경기도 성남시 분당구 백현동 530번지 알파리움2단지,경기도,성남시
Be 동물병원,032-349-7975,경기도 부천시 괴안동 87번지 1호 홈타운프라자,경기도,부천시
CJ동물병원,032-323-4999,경기도 부천시 중동 1134번지 새롬프라자 6차,경기도,부천시
Dr. dog 동물영상의료센터,932-0075~6,경기도 고양시 일산동구 정발산동 1294번지 4호,경기도,고양시
Dr. 오즈 동물병원,701-8225,경기도 성남시 분당구 서현동 312번지 1호,경기도,성남시
Dr.J동물병원,031-215-7975,경기도 용인시 기흥구 영덕동 985번지 1호,경기도,용인시
Dr.Mini 하늘다람쥐 전문병원,070-7796-0333,경기도 파주시 문발동 617번지 1호,경기도,파주시
Dr.dog동물의료센터,031-932-0075,경기도 고양시 일산동구 정발산동 1294번지 5호,경기도,고양시
FM 동물메디컬센터,031-979-7975,경기도 고양시 덕양구 화정동 970번지 1호 대감빌딩,경기도,고양시
Helix ADI Center : 헬릭스 영상진단센터,031-978-7575,경기도 고양시 덕양구 행신동 1086번지,경기도,고양시
J&C 동물병원,031-643-5545,경기도 이천시 설성면 신필리 244번지 20호,경기도,이천시
JA 임상병리 동물병원,031-347-0546,경기도 안양시 만안구 안양동 510번지 6호 지하 1층,경기도,안양시
PET25시동물병원,655-6941,경기도 평택시 평택동 59번지 39호,경기도,평택시
PMC,031-635-7620,경기도 이천시 대월면 사동리 30번지 1호,경기도,이천시
S동물병원,0323225222,경기도 부천시 상동 542번지 4호 상동 동양파라곤,경기도,부천시
S동물의료센터,03180033232,경기도 화성시 반송동 41번지 6호,경기도,화성시
TLC 동물의료센터,032-323-2475,경기도 부천시 중동 1058번지 5호 동화빌딩,경기도,부천시
WE 동물병원,031-269-9975,경기도 수원시 장안구 정자동 541번지 21호,경기도,수원시
Wellness clinic 동물병원,031-283-1357,경기도 용인시 기흥구 보정동 1019번지 237호,경기도,용인시
sun동물병원,031-234-5550,경기도 수원시 권선구 곡반정동 558번지 2호,경기도,수원시
two현동물병원,031-657-4671,경기도 평택시 동삭동 662번지 4호,경기도,평택시
가나동물병원,6650075,경기도 부천시 송내동 393번지 1호,경기도,부천시
가나동물병원,721-7582,경기도 성남시 수정구 신흥동 5536번지,경기도,성남시
가능동물병원,875-1476,경기도 의정부시 가능동 668번지 13호 3통 5반,경기도,의정부시
가람동물병원,031-906-0976,경기도 고양시 일산동구 마두동 796번지 강촌마을7단지,경기도,고양시
가람동물병원,031-558-7582,경기도 구리시 인창동 346번지 40호,경기도,구리시
가람동물병원,3431397,경기도 부천시 괴안동 109번지 5호 조양프라자,경기도,부천시
가람동물병원,981-0123,경기도 김포시 양촌읍 양곡리 64번지,경기도,김포시
가야동물병원,031-234-8318,경기도 수원시 팔달구 매산로3가 63번지 3호,경기도,수원시
가야동물병원,655-3500,경기도 부천시 심곡동 367번지 12호,경기도,부천시
가평가축병원,582-2412,경기도 가평군 가평읍 대곡리 230번지 3호,경기도,가평군
가평축산농협 동물병원,031-582-4111,경기도 가평군 가평읍 대곡리 166번지 2호 가평축산농협,경기도,가평군
강남동물메디컬센터,031-764-7555,경기도 광주시 퇴촌면 관음리 525번지 14호,경기도,광주시
강남동물병원,031-906-7575,경기도 고양시 일산동구 식사동 670번지 28호,경기도,고양시
강남동물병원,031-774-8375,경기도 양평군 서종면 문호리 768번지 11호,경기도,양평군
강남동물병원,741-3012,경기도 성남시 중원구 금광동 3661번지,경기도,성남시
강남동물병원,031-692-7114,경기도 평택시 팽성읍 안정리 113번지 224호,경기도,평택시
강남동물병원,399-7599,경기도 군포시 산본동 1137번지 3호 옥산프라자,경기도,군포시
강남동물병원,031-897-7582,경기도 용인시 수지구 동천동 344번지 2호 제일프라자 101~102호,경기도,용인시
강남애니동물메디컬센터,031-795-0903,경기도 하남시 신장동 315번지 2호,경기도,하남시
강남종합동물병원,031-283-0775,경기도 용인시 기흥구 신갈동 38번지 5호,경기도,용인시
강산동물병원,031-656-6166,경기도 안성시 대덕면 내리 165번지,경기도,안성시
강아지나라동물병원,574-5957,경기도 남양주시 진접읍 장현리 351번지 42호,경기도,남양주시
같은마음 동물병원,02-6949-5915,경기도 광명시 광명동 342번지 5호,경기도,광명시
개포동물병원,031-771-7278,경기도 양평군 양서면 양수리 565번지 11호,경기도,양평군
건국 동물병원,031-721-4111,경기도 성남시 수정구 태평동 3659번지 낙원스카이뷰,경기도,성남시
건국 종합 가축병원 (출장전문병원),031-676-7773,경기도 안성시 일죽면 송천리 47번지 7호,경기도,안성시
건국동물병원,569-0277,경기도 구리시 교문동 765번지 대명상가,경기도,구리시
건국동물병원 (출장진료 전문),665-7763,경기도 평택시 청북읍 어연리 108번지 1호,경기도,평택시
견우동물병원,767-0079,경기도 광주시 태전동 261번지 14호,경기도,광주시
경기도 도우미견나눔센터,031-8008-4371,경기도 화성시 마도면 쌍송리 704번지 경기도보건수의센터,경기도,화성시
경기도 반려동물 테마파크 동물병원,031-8030-4462,경기도 여주시 상거동 380번지 4호,경기도,여주시
경기도 야생동물 구조관리센터,03180086212,경기도 평택시 진위면 동천리 56번지 3호,경기도,평택시
경기동물메디컬센터,031-375-8875,"경기도 오산시 원동 299번지 1호 101호, 201호",경기도,오산시
경기동물병원,865-2137,경기도 동두천시 생연동 689번지 5호 3통 1반,경기도,동두천시
경기동물병원(출장진료 전문),031-666-6501,경기도 평택시 서정동 303번지 1호,경기도,평택시
경기북부야생동물구조관리센터,03180304452,경기도 연천군 전곡읍 양원리 525번지 2호,경기도,연천군
경서동물병원,0231580733,경기도 고양시 덕양구 화전동 219번지 14호,경기도,고양시
고강동물병원,683-5137,경기도 부천시 고강동 474번지 1호,경기도,부천시
고대영동물병원,413-8275,경기도 안산시 상록구 성포동 593번지 25호 정인프라자 1층 102,경기도,안산시
고려동물병원,031-225-00275,경기도 화성시 봉담읍 와우리 148번지 2호,경기도,화성시
